p, e, n, C1, C2, C3, C4, C5, C6
3, 1, 180, False, False, False, False, False, x^180 + x^7 + 2*x^6 + 2*x^5 + x^4 + x^3 + 2
3, 2, 180, False, False, False, False, False, x^360 + x^7 + x^6 + x^4 + x^3 + x^2 + 2
5, 1, 180, False, False, False, False, False, x^180 + 4*x^4 + x^3 + 4*x^2 + 4*x + 2
7, 1, 180, False, True, True,,,
7, 2, 180, False, True, True,,,
11, 1, 180, False, True, True,,,
13, 1, 180, False, True, True,,,
13, 2, 180, True, False, False,,,
17, 1, 180, False, True, True,,,
19, 1, 180, False, True, True,,,
23, 1, 180, False, True, True,,,
29, 1, 180, False, True, True,,,
37, 1, 180, False, True, True,,,
41, 1, 180, False, True, True,,,
43, 1, 180, False, True, True,,,
47, 1, 180, True, True, True,,,
53, 1, 180, False, False, False, True,,
59, 1, 180, True, False, False,,,
67, 1, 180, False, False, False, True,,
71, 1, 180, False, False, False, True,,
73, 1, 180, False, False, False, True,,
79, 1, 180, False, False, False, True,,
83, 1, 180, True, False, False,,,
89, 1, 180, True, False, False,,,
97, 1, 180, False, False, False, True,,
101, 1, 180, False, False, False, True,,
103, 1, 180, True, False, False,,,
107, 1, 180, True, False, False,,,
109, 1, 180, False, False, False, True,,
113, 1, 180, True, False, False,,,
127, 1, 180, False, False, False, True,,
131, 1, 180, True, False, False,,,
137, 1, 180, True, False, False,,,
139, 1, 180, True, False, False,,,
149, 1, 180, True, False, False,,,
157, 1, 180, True, False, False,,,
163, 1, 180, False, False, False, True,,
167, 1, 180, True, False, False,,,
173, 1, 180, True, False, False,,,
179, 1, 180, True, False, False,,,
2, 1, 182, False, True, True,,,
2, 2, 182, False, True, True,,,
2, 3, 182, False, True, True,,,
2, 5, 182, True, True, True,,,
2, 6, 182, False, False, False, True,,
3, 1, 182, False, True, True,,,
3, 3, 182, False, True, True,,,
5, 1, 182, False, True, True,,,
5, 2, 182, False, True, True,,,
5, 3, 182, True, False, False,,,
7, 1, 182, False, False, False, False, False, x^182 + x^3 + 5*x^2 + 5*x + 5
11, 1, 182, False, True, True,,,
11, 2, 182, True, False, False,,,
13, 1, 182, False, False, False, False, False, x^182 + x^3 + 2*x^2 + 6*x + 11
17, 1, 182, False, True, True,,,
19, 1, 182, False, True, True,,,
23, 1, 182, False, True, True,,,
31, 1, 182, True, True, True,,,
37, 1, 182, True, True, True,,,
41, 1, 182, True, True, True,,,
43, 1, 182, False, True, True,,,
47, 1, 182, True, True, True,,,
59, 1, 182, True, False, False,,,
61, 1, 182, True, False, False,,,
67, 1, 182, True, False, False,,,
71, 1, 182, False, False, False, True,,
73, 1, 182, True, False, False,,,
83, 1, 182, True, False, False,,,
89, 1, 182, True, False, False,,,
97, 1, 182, True, False, False,,,
101, 1, 182, True, False, False,,,
103, 1, 182, True, False, False,,,
109, 1, 182, True, False, False,,,
127, 1, 182, False, False, False, True,,
131, 1, 182, False, False, False, True,,
137, 1, 182, True, False, False,,,
139, 1, 182, True, False, False,,,
149, 1, 182, True, False, False,,,
151, 1, 182, True, False, False,,,
157, 1, 182, False, False, False, True,,
163, 1, 182, True, False, False,,,
167, 1, 182, True, False, False,,,
173, 1, 182, True, False, False,,,
179, 1, 182, True, False, False,,,
181, 1, 182, True, False, False,,,
2, 1, 183, False, True, True,,,
2, 2, 183, False, True, True,,,
2, 4, 183, False, True, True,,,
2, 5, 183, True, True, True,,,
2, 7, 183, True, False, False,,,
5, 1, 183, False, True, True,,,
5, 2, 183, False, True, True,,,
7, 1, 183, False, True, True,,,
7, 2, 183, True, False, False,,,
13, 1, 183, False, True, True,,,
13, 2, 183, True, False, False,,,
17, 1, 183, True, True, True,,,
19, 1, 183, False, True, True,,,
29, 1, 183, True, True, True,,,
31, 1, 183, False, True, True,,,
43, 1, 183, True, True, True,,,
47, 1, 183, True, True, True,,,
59, 1, 183, True, False, False,,,
67, 1, 183, True, False, False,,,
71, 1, 183, True, False, False,,,
73, 1, 183, True, False, False,,,
79, 1, 183, True, False, False,,,
83, 1, 183, True, False, False,,,
97, 1, 183, True, False, False,,,
101, 1, 183, True, False, False,,,
103, 1, 183, True, False, False,,,
107, 1, 183, True, False, False,,,
109, 1, 183, True, False, False,,,
127, 1, 183, True, False, False,,,
137, 1, 183, True, False, False,,,
139, 1, 183, True, False, False,,,
151, 1, 183, True, False, False,,,
157, 1, 183, True, False, False,,,
167, 1, 183, True, False, False,,,
173, 1, 183, True, False, False,,,
179, 1, 183, True, False, False,,,
181, 1, 183, True, False, False,,,
5, 1, 184, False, True, True,,,
5, 3, 184, True, False, False,,,
7, 1, 184, False, True, True,,,
11, 1, 184, False, True, True,,,
17, 1, 184, False, True, True,,,
19, 1, 184, False, True, True,,,
37, 1, 184, False, True, True,,,
43, 1, 184, True, True, True,,,
53, 1, 184, True, False, False,,,
61, 1, 184, True, False, False,,,
67, 1, 184, True, False, False,,,
79, 1, 184, True, False, False,,,
83, 1, 184, True, False, False,,,
89, 1, 184, False, False, False, True,,
97, 1, 184, True, False, False,,,
103, 1, 184, True, False, False,,,
107, 1, 184, True, False, False,,,
109, 1, 184, True, False, False,,,
113, 1, 184, True, False, False,,,
137, 1, 184, True, False, False,,,
149, 1, 184, True, False, False,,,
157, 1, 184, True, False, False,,,
181, 1, 184, True, False, False,,,
2, 1, 186, False, False, False, False, False, x^186 + x^8 + x^7 + x^4 + x^3 + x^2 + 1
2, 3, 186, False, True, True,,,
2, 5, 186, False, True, True,,,
3, 1, 186, False, False, False, False, False, x^186 + x^3 + x + 2
3, 2, 186, False, True, True,,,
3, 3, 186, False, False, False, False, False, x^558 + x^6 + x^5 + 2*x^3 + 2
5, 1, 186, False, False, False, False, False, x^186 + x^4 + 3*x^2 + x + 2
5, 2, 186, False, True, True,,,
5, 3, 186, False, False, False, True,,
7, 1, 186, False, True, True,,,
7, 2, 186, False, False, False, True,,
11, 1, 186, False, True, True,,,
11, 2, 186, True, False, False,,,
13, 1, 186, False, True, True,,,
13, 2, 186, True, False, False,,,
17, 1, 186, False, True, True,,,
19, 1, 186, False, True, True,,,
23, 1, 186, False, True, True,,,
29, 1, 186, True, True, True,,,
37, 1, 186, False, True, True,,,
41, 1, 186, True, True, True,,,
43, 1, 186, False, True, True,,,
47, 1, 186, True, False, False,,,
53, 1, 186, True, False, False,,,
59, 1, 186, True, False, False,,,
61, 1, 186, False, False, False, True,,
67, 1, 186, False, False, False, True,,
71, 1, 186, True, False, False,,,
73, 1, 186, True, False, False,,,
79, 1, 186, True, False, False,,,
83, 1, 186, True, False, False,,,
89, 1, 186, True, False, False,,,
101, 1, 186, True, False, False,,,
103, 1, 186, True, False, False,,,
107, 1, 186, True, False, False,,,
113, 1, 186, True, False, False,,,
127, 1, 186, True, False, False,,,
131, 1, 186, True, False, False,,,
137, 1, 186, True, False, False,,,
139, 1, 186, True, False, False,,,
149, 1, 186, True, False, False,,,
151, 1, 186, True, False, False,,,
167, 1, 186, True, False, False,,,
173, 1, 186, True, False, False,,,
179, 1, 186, True, False, False,,,
181, 1, 186, True, False, False,,,
5, 1, 188, False, True, True,,,
5, 3, 188, True, False, False,,,
11, 1, 188, False, True, True,,,
13, 1, 188, False, True, True,,,
19, 1, 188, False, True, True,,,
23, 1, 188, False, True, True,,,
29, 1, 188, False, True, True,,,
31, 1, 188, True, True, True,,,
41, 1, 188, False, True, True,,,
43, 1, 188, True, True, True,,,
67, 1, 188, True, False, False,,,
73, 1, 188, True, False, False,,,
107, 1, 188, True, False, False,,,
109, 1, 188, True, False, False,,,
113, 1, 188, True, False, False,,,
127, 1, 188, True, False, False,,,
137, 1, 188, True, False, False,,,
139, 1, 188, True, False, False,,,
151, 1, 188, True, False, False,,,
163, 1, 188, True, False, False,,,
167, 1, 188, True, False, False,,,
179, 1, 188, True, False, False,,,
181, 1, 188, True, False, False,,,
2, 1, 189, False, False, False, False, False, x^189 + x^6 + x^5 + x^2 + 1
2, 2, 189, False, False, False, False, False, x^378 + x^9 + x^8 + x^7 + x^2 + x + 1
2, 4, 189, False, True, True,,,
2, 5, 189, True, True, True,,,
2, 7, 189, True, False, False,,,
3, 1, 189, False, False, False, False, False, x^189 + x^5 + 2*x^2 + 2*x + 1
5, 1, 189, False, True, True,,,
5, 2, 189, False, True, True,,,
11, 1, 189, False, True, True,,,
11, 2, 189, True, False, False,,,
17, 1, 189, True, True, True,,,
19, 1, 189, False, True, True,,,
23, 1, 189, True, True, True,,,
31, 1, 189, False, True, True,,,
37, 1, 189, False, True, True,,,
47, 1, 189, True, False, False,,,
53, 1, 189, True, False, False,,,
59, 1, 189, True, False, False,,,
61, 1, 189, True, False, False,,,
67, 1, 189, True, False, False,,,
73, 1, 189, False, False, False, True,,
79, 1, 189, True, False, False,,,
89, 1, 189, True, False, False,,,
101, 1, 189, True, False, False,,,
103, 1, 189, True, False, False,,,
107, 1, 189, True, False, False,,,
109, 1, 189, False, False, False, True,,
131, 1, 189, True, False, False,,,
137, 1, 189, True, False, False,,,
149, 1, 189, True, False, False,,,
151, 1, 189, True, False, False,,,
157, 1, 189, True, False, False,,,
163, 1, 189, False, False, False, True,,
173, 1, 189, True, False, False,,,
179, 1, 189, True, False, False,,,
2, 1, 190, False, True, True,,,
2, 2, 190, False, True, True,,,
2, 3, 190, False, True, True,,,
2, 5, 190, True, True, True,,,
2, 6, 190, True, False, False,,,
3, 1, 190, False, True, True,,,
3, 2, 190, False, True, True,,,
3, 3, 190, True, True, True,,,
7, 1, 190, False, True, True,,,
7, 2, 190, True, False, False,,,
13, 1, 190, False, True, True,,,
13, 2, 190, True, False, False,,,
17, 1, 190, False, True, True,,,
23, 1, 190, False, True, True,,,
29, 1, 190, True, True, True,,,
31, 1, 190, False, True, True,,,
37, 1, 190, True, True, True,,,
41, 1, 190, False, True, True,,,
43, 1, 190, True, False, False,,,
47, 1, 190, True, False, False,,,
53, 1, 190, True, False, False,,,
59, 1, 190, True, False, False,,,
67, 1, 190, True, False, False,,,
71, 1, 190, False, False, False, True,,
73, 1, 190, True, False, False,,,
79, 1, 190, True, False, False,,,
83, 1, 190, True, False, False,,,
89, 1, 190, True, False, False,,,
97, 1, 190, True, False, False,,,
103, 1, 190, True, False, False,,,
107, 1, 190, True, False, False,,,
109, 1, 190, True, False, False,,,
113, 1, 190, True, False, False,,,
127, 1, 190, True, False, False,,,
137, 1, 190, True, False, False,,,
139, 1, 190, True, False, False,,,
149, 1, 190, True, False, False,,,
151, 1, 190, True, False, False,,,
157, 1, 190, True, False, False,,,
163, 1, 190, True, False, False,,,
167, 1, 190, True, False, False,,,
173, 1, 190, True, False, False,,,
179, 1, 190, True, False, False,,,
181, 1, 190, True, False, False,,,
2, 1, 192, False, False, False, False, False, x^192 + x^8 + x^6 + x^4 + x^3 + x^2 + 1
5, 1, 192, False, False, False, False, False, x^192 + x^5 + 3*x^3 + 2*x^2 + 3*x + 2
5, 3, 192, True, False, False,,,
11, 1, 192, False, True, True,,,
17, 1, 192, False, True, True,,,
23, 1, 192, False, True, True,,,
29, 1, 192, False, True, True,,,
41, 1, 192, False, False, False, True,,
47, 1, 192, False, False, False, True,,
53, 1, 192, False, False, False, True,,
59, 1, 192, True, False, False,,,
71, 1, 192, True, False, False,,,
83, 1, 192, True, False, False,,,
89, 1, 192, False, False, False, True,,
101, 1, 192, True, False, False,,,
107, 1, 192, True, False, False,,,
113, 1, 192, False, False, False, True,,
131, 1, 192, True, False, False,,,
137, 1, 192, True, False, False,,,
149, 1, 192, True, False, False,,,
167, 1, 192, True, False, False,,,
173, 1, 192, True, False, False,,,
179, 1, 192, True, False, False,,,
191, 1, 192, True, False, False,,,
2, 1, 194, False, True, True,,,
2, 2, 194, False, True, True,,,
2, 3, 194, False, True, True,,,
2, 4, 194, True, True, True,,,
2, 5, 194, True, True, True,,,
2, 6, 194, True, False, False,,,
3, 1, 194, False, True, True,,,
3, 2, 194, False, True, True,,,
3, 3, 194, True, True, True,,,
3, 4, 194, True, False, False,,,
5, 1, 194, False, True, True,,,
5, 2, 194, True, True, True,,,
5, 3, 194, True, False, False,,,
7, 1, 194, False, True, True,,,
7, 2, 194, True, False, False,,,
11, 1, 194, False, True, True,,,
11, 2, 194, True, False, False,,,
13, 1, 194, False, True, True,,,
13, 2, 194, True, False, False,,,
17, 1, 194, False, True, True,,,
19, 1, 194, False, True, True,,,
23, 1, 194, False, True, True,,,
29, 1, 194, True, True, True,,,
31, 1, 194, True, True, True,,,
37, 1, 194, True, True, True,,,
41, 1, 194, True, False, False,,,
43, 1, 194, True, False, False,,,
47, 1, 194, True, False, False,,,
53, 1, 194, True, False, False,,,
59, 1, 194, True, False, False,,,
67, 1, 194, True, False, False,,,
71, 1, 194, True, False, False,,,
73, 1, 194, True, False, False,,,
79, 1, 194, True, False, False,,,
83, 1, 194, True, False, False,,,
89, 1, 194, True, False, False,,,
101, 1, 194, True, False, False,,,
103, 1, 194, True, False, False,,,
107, 1, 194, True, False, False,,,
109, 1, 194, True, False, False,,,
113, 1, 194, True, False, False,,,
127, 1, 194, True, False, False,,,
131, 1, 194, True, False, False,,,
137, 1, 194, True, False, False,,,
139, 1, 194, True, False, False,,,
149, 1, 194, True, False, False,,,
151, 1, 194, True, False, False,,,
157, 1, 194, True, False, False,,,
163, 1, 194, True, False, False,,,
167, 1, 194, True, False, False,,,
173, 1, 194, True, False, False,,,
179, 1, 194, True, False, False,,,
181, 1, 194, True, False, False,,,
191, 1, 194, True, False, False,,,
193, 1, 194, True, False, False,,,
2, 1, 195, False, True, True,,,
2, 2, 195, False, True, True,,,
2, 4, 195, False, True, True,,,
2, 5, 195, True, True, True,,,
2, 7, 195, True, False, False,,,
3, 1, 195, False, True, True,,,
3, 2, 195, False, True, True,,,
7, 1, 195, False, True, True,,,
7, 2, 195, True, False, False,,,
11, 1, 195, False, True, True,,,
11, 2, 195, False, False, False, True,,
17, 1, 195, True, True, True,,,
19, 1, 195, False, True, True,,,
23, 1, 195, True, True, True,,,
29, 1, 195, True, True, True,,,
37, 1, 195, True, True, True,,,
41, 1, 195, False, False, False, True,,
43, 1, 195, True, False, False,,,
59, 1, 195, True, False, False,,,
61, 1, 195, False, False, False, True,,
67, 1, 195, True, False, False,,,
71, 1, 195, True, False, False,,,
89, 1, 195, True, False, False,,,
97, 1, 195, True, False, False,,,
101, 1, 195, True, False, False,,,
107, 1, 195, True, False, False,,,
113, 1, 195, True, False, False,,,
127, 1, 195, True, False, False,,,
137, 1, 195, True, False, False,,,
139, 1, 195, True, False, False,,,
149, 1, 195, True, False, False,,,
163, 1, 195, True, False, False,,,
167, 1, 195, True, False, False,,,
173, 1, 195, True, False, False,,,
179, 1, 195, True, False, False,,,
191, 1, 195, True, False, False,,,
193, 1, 195, True, False, False,,,
3, 1, 196, False, True, True,,,
3, 3, 196, False, True, True,,,
5, 1, 196, False, True, True,,,
5, 3, 196, True, False, False,,,
13, 1, 196, False, True, True,,,
17, 1, 196, False, True, True,,,
19, 1, 196, False, True, True,,,
31, 1, 196, True, True, True,,,
41, 1, 196, False, False, False, True,,
47, 1, 196, True, False, False,,,
59, 1, 196, True, False, False,,,
61, 1, 196, True, False, False,,,
73, 1, 196, True, False, False,,,
83, 1, 196, True, False, False,,,
89, 1, 196, True, False, False,,,
97, 1, 196, True, False, False,,,
101, 1, 196, True, False, False,,,
103, 1, 196, True, False, False,,,
131, 1, 196, True, False, False,,,
139, 1, 196, True, False, False,,,
157, 1, 196, True, False, False,,,
167, 1, 196, True, False, False,,,
173, 1, 196, True, False, False,,,
181, 1, 196, True, False, False,,,
2, 1, 198, False, False, False, False, False, x^198 + x^10 + x^9 + x^8 + x^6 + x^5 + x^4 + x + 1
2, 3, 198, False, True, True,,,
2, 5, 198, True, True, True,,,
5, 1, 198, False, True, True,,,
5, 3, 198, True, False, False,,,
7, 1, 198, False, True, True,,,
11, 1, 198, False, False, False, False, False, x^198 + 4*x^3 + x^2 + 7*x + 7
13, 1, 198, False, True, True,,,
17, 1, 198, False, True, True,,,
19, 1, 198, False, True, True,,,
23, 1, 198, False, True, True,,,
29, 1, 198, True, True, True,,,
41, 1, 198, True, False, False,,,
43, 1, 198, False, False, False, True,,
47, 1, 198, True, False, False,,,
53, 1, 198, True, False, False,,,
59, 1, 198, True, False, False,,,
61, 1, 198, False, False, False, True,,
71, 1, 198, True, False, False,,,
73, 1, 198, False, False, False, True,,
79, 1, 198, True, False, False,,,
83, 1, 198, True, False, False,,,
89, 1, 198, False, False, False, True,,
101, 1, 198, True, False, False,,,
107, 1, 198, True, False, False,,,
109, 1, 198, False, False, False, True,,
113, 1, 198, True, False, False,,,
127, 1, 198, False, False, False, True,,
131, 1, 198, True, False, False,,,
137, 1, 198, True, False, False,,,
139, 1, 198, True, False, False,,,
149, 1, 198, True, False, False,,,
151, 1, 198, True, False, False,,,
167, 1, 198, True, False, False,,,
173, 1, 198, True, False, False,,,
179, 1, 198, True, False, False,,,
191, 1, 198, True, False, False,,,
193, 1, 198, True, False, False,,,
197, 1, 198, True, False, False,,,
2, 1, 200, False, False, False, False, False, x^200 + x^5 + x^3 + x^2 + 1
2, 2, 200, False, False, False, False, False, x^400 + x^5 + x^3 + x^2 + 1
2, 3, 200, False, False, False, False, False, x^600 + x^11 + x^10 + x + 1
3, 1, 200, False, False, False, False, False, x^200 + x^3 + 2
3, 2, 200, False, True, True,,,
3, 3, 200, True, True, True,,,
7, 1, 200, False, True, True,,,
7, 2, 200, False, False, False, True,,
13, 1, 200, False, True, True,,,
13, 2, 200, True, False, False,,,
17, 1, 200, False, True, True,,,
19, 1, 200, False, True, True,,,
23, 1, 200, False, True, True,,,
29, 1, 200, False, True, True,,,
37, 1, 200, False, False, False, True,,
43, 1, 200, True, False, False,,,
47, 1, 200, True, False, False,,,
53, 1, 200, True, False, False,,,
59, 1, 200, True, False, False,,,
67, 1, 200, True, False, False,,,
73, 1, 200, False, False, False, True,,
79, 1, 200, True, False, False,,,
83, 1, 200, True, False, False,,,
89, 1, 200, False, False, False, True,,
97, 1, 200, False, False, False, True,,
103, 1, 200, True, False, False,,,
107, 1, 200, True, False, False,,,
109, 1, 200, True, False, False,,,
113, 1, 200, True, False, False,,,
127, 1, 200, True, False, False,,,
137, 1, 200, True, False, False,,,
139, 1, 200, True, False, False,,,
149, 1, 200, True, False, False,,,
157, 1, 200, True, False, False,,,
163, 1, 200, True, False, False,,,
167, 1, 200, True, False, False,,,
173, 1, 200, True, False, False,,,
179, 1, 200, True, False, False,,,
193, 1, 200, True, False, False,,,
197, 1, 200, True, False, False,,,
199, 1, 200, True, False, False,,,
